Initial dataset: DatasetDict({
    train: Dataset({
        features: ['text', 'labels'],
        num_rows: 4508785
    })
    validation: Dataset({
        features: ['text', 'labels'],
        num_rows: 3000
    })
    test: Dataset({
        features: ['text', 'labels'],
        num_rows: 3003
    })
})
Sample before tokenization: {'text': 'Resumption of the session', 'labels': 'Wiederaufnahme der Sitzungsperiode'}
{'loss': 9.7622, 'grad_norm': 43.38770294189453, 'learning_rate': 4.9929027679205115e-05, 'epoch': 0.0}
{'loss': 0.4345, 'grad_norm': 0.051562439650297165, 'learning_rate': 6.352022711142655e-06, 'epoch': 0.87}
{'loss': 0.4674, 'grad_norm': 0.05582024157047272, 'learning_rate': 6.281050390347764e-06, 'epoch': 0.87}
{'loss': 0.4458, 'grad_norm': 0.05650350823998451, 'learning_rate': 6.210078069552875e-06, 'epoch': 0.88}
{'loss': 0.4372, 'grad_norm': 0.060195229947566986, 'learning_rate': 6.139105748757985e-06, 'epoch': 0.88}
{'loss': 0.4698, 'grad_norm': 0.0611557736992836, 'learning_rate': 6.068133427963095e-06, 'epoch': 0.88}
{'loss': 0.4629, 'grad_norm': 0.045521628111600876, 'learning_rate': 5.997161107168204e-06, 'epoch': 0.88}
{'loss': 0.4404, 'grad_norm': 0.058486003428697586, 'learning_rate': 5.926188786373315e-06, 'epoch': 0.88}
{'loss': 0.4716, 'grad_norm': 0.0465962253510952, 'learning_rate': 5.855216465578425e-06, 'epoch': 0.88}
{'loss': 0.4684, 'grad_norm': 0.062231358140707016, 'learning_rate': 5.784244144783535e-06, 'epoch': 0.88}
{'loss': 0.4532, 'grad_norm': 0.04708542302250862, 'learning_rate': 5.713271823988645e-06, 'epoch': 0.89}
{'loss': 0.4327, 'grad_norm': 0.04876553639769554, 'learning_rate': 5.642299503193755e-06, 'epoch': 0.89}
{'loss': 0.4323, 'grad_norm': 0.05123566463589668, 'learning_rate': 5.5713271823988645e-06, 'epoch': 0.89}
{'loss': 0.4562, 'grad_norm': 0.05406215414404869, 'learning_rate': 5.500354861603975e-06, 'epoch': 0.89}
{'loss': 0.4296, 'grad_norm': 0.05291023105382919, 'learning_rate': 5.429382540809085e-06, 'epoch': 0.89}
{'loss': 0.46, 'grad_norm': 0.04660484939813614, 'learning_rate': 5.358410220014195e-06, 'epoch': 0.89}
{'loss': 0.4647, 'grad_norm': 0.048843901604413986, 'learning_rate': 5.287437899219304e-06, 'epoch': 0.89}
{'loss': 0.4359, 'grad_norm': 0.05063718184828758, 'learning_rate': 5.2164655784244146e-06, 'epoch': 0.9}
{'loss': 0.4612, 'grad_norm': 0.06180169805884361, 'learning_rate': 5.145493257629525e-06, 'epoch': 0.9}
{'loss': 0.4614, 'grad_norm': 0.05385494977235794, 'learning_rate': 5.074520936834635e-06, 'epoch': 0.9}
{'loss': 0.4826, 'grad_norm': 0.070652537047863, 'learning_rate': 5.003548616039744e-06, 'epoch': 0.9}
{'eval_loss': 0.6155797839164734, 'eval_sacrebleu_score': 9.401333659468634, 'eval_sacrebleu_counts': [18492, 9679, 5679, 3480], 'eval_sacrebleu_totals': [31833, 30702, 29571, 28441], 'eval_sacrebleu_precisions': [58.0906606351899, 31.52563350921764, 19.20462615400223, 12.235856685770543], 'eval_sacrebleu_bp': 0.3670598409546972, 'eval_sacrebleu_sys_len': 31833, 'eval_sacrebleu_ref_len': 63737, 'eval_rouge_rouge1': 0.20464870602417684, 'eval_rouge_rouge2': 0.11296151856160211, 'eval_rouge_rougeL': 0.18516934932821957, 'eval_rouge_rougeLsum': 0.18504191047340218, 'eval_meteor_meteor': 0.19325245538134136, 'eval_runtime': 134.1307, 'eval_samples_per_second': 22.366, 'eval_steps_per_second': 1.402, 'epoch': 0.9}
{'loss': 0.4651, 'grad_norm': 0.04969422146677971, 'learning_rate': 4.9325762952448544e-06, 'epoch': 0.9}
{'loss': 0.4612, 'grad_norm': 0.05362887680530548, 'learning_rate': 4.861603974449965e-06, 'epoch': 0.9}
{'loss': 0.4752, 'grad_norm': 0.06574154645204544, 'learning_rate': 4.790631653655075e-06, 'epoch': 0.9}
{'loss': 0.4731, 'grad_norm': 0.05416036769747734, 'learning_rate': 4.719659332860184e-06, 'epoch': 0.91}
{'loss': 0.4559, 'grad_norm': 0.04653408005833626, 'learning_rate': 4.648687012065295e-06, 'epoch': 0.91}
{'loss': 0.4403, 'grad_norm': 0.05557882785797119, 'learning_rate': 4.5777146912704045e-06, 'epoch': 0.91}
{'loss': 0.4478, 'grad_norm': 0.04540150240063667, 'learning_rate': 4.506742370475515e-06, 'epoch': 0.91}
{'loss': 0.4798, 'grad_norm': 0.06198228523135185, 'learning_rate': 4.435770049680625e-06, 'epoch': 0.91}
{'loss': 0.4557, 'grad_norm': 0.051509127020835876, 'learning_rate': 4.364797728885735e-06, 'epoch': 0.91}
{'loss': 0.4162, 'grad_norm': 0.04478929936885834, 'learning_rate': 4.293825408090845e-06, 'epoch': 0.91}
{'loss': 0.4556, 'grad_norm': 0.06034363806247711, 'learning_rate': 4.222853087295955e-06, 'epoch': 0.92}
{'loss': 0.4518, 'grad_norm': 0.05362324416637421, 'learning_rate': 4.151880766501065e-06, 'epoch': 0.92}
{'loss': 0.4354, 'grad_norm': 0.047974471002817154, 'learning_rate': 4.080908445706175e-06, 'epoch': 0.92}
{'loss': 0.464, 'grad_norm': 0.06091361120343208, 'learning_rate': 4.009936124911285e-06, 'epoch': 0.92}
{'loss': 0.4146, 'grad_norm': 0.056691043078899384, 'learning_rate': 3.9389638041163945e-06, 'epoch': 0.92}
{'loss': 0.4414, 'grad_norm': 0.0557805560529232, 'learning_rate': 3.867991483321505e-06, 'epoch': 0.92}
{'loss': 0.4283, 'grad_norm': 0.06038806587457657, 'learning_rate': 3.797019162526615e-06, 'epoch': 0.92}
{'loss': 0.4417, 'grad_norm': 0.05230480432510376, 'learning_rate': 3.726046841731725e-06, 'epoch': 0.93}
{'loss': 0.4692, 'grad_norm': 0.057512808591127396, 'learning_rate': 3.655074520936835e-06, 'epoch': 0.93}
{'loss': 0.4459, 'grad_norm': 0.04738008975982666, 'learning_rate': 3.584102200141945e-06, 'epoch': 0.93}
{'loss': 0.4165, 'grad_norm': 0.043788470327854156, 'learning_rate': 3.5131298793470548e-06, 'epoch': 0.93}
{'loss': 0.4736, 'grad_norm': 0.06097405403852463, 'learning_rate': 3.442157558552165e-06, 'epoch': 0.93}
{'loss': 0.4884, 'grad_norm': 0.0519823282957077, 'learning_rate': 3.3711852377572747e-06, 'epoch': 0.93}
{'loss': 0.4483, 'grad_norm': 0.061567723751068115, 'learning_rate': 3.300212916962385e-06, 'epoch': 0.93}
{'loss': 0.4421, 'grad_norm': 0.049217820167541504, 'learning_rate': 3.2292405961674946e-06, 'epoch': 0.94}
{'loss': 0.4287, 'grad_norm': 0.04559057950973511, 'learning_rate': 3.158268275372605e-06, 'epoch': 0.94}
{'loss': 0.457, 'grad_norm': 0.054813701659440994, 'learning_rate': 3.087295954577715e-06, 'epoch': 0.94}
{'loss': 0.4689, 'grad_norm': 0.07210051268339157, 'learning_rate': 3.0163236337828248e-06, 'epoch': 0.94}
{'loss': 0.452, 'grad_norm': 0.05336723476648331, 'learning_rate': 2.945351312987935e-06, 'epoch': 0.94}
{'loss': 0.4396, 'grad_norm': 0.04550015181303024, 'learning_rate': 2.8743789921930447e-06, 'epoch': 0.94}
{'loss': 0.4292, 'grad_norm': 0.054558850824832916, 'learning_rate': 2.803406671398155e-06, 'epoch': 0.94}
{'loss': 0.4621, 'grad_norm': 0.0482674278318882, 'learning_rate': 2.7324343506032647e-06, 'epoch': 0.95}
{'loss': 0.4435, 'grad_norm': 0.0691918358206749, 'learning_rate': 2.661462029808375e-06, 'epoch': 0.95}
{'loss': 0.4355, 'grad_norm': 0.05373944342136383, 'learning_rate': 2.590489709013485e-06, 'epoch': 0.95}
{'loss': 0.4583, 'grad_norm': 0.04756079241633415, 'learning_rate': 2.519517388218595e-06, 'epoch': 0.95}
{'loss': 0.4614, 'grad_norm': 0.05032302066683769, 'learning_rate': 2.448545067423705e-06, 'epoch': 0.95}
{'loss': 0.4411, 'grad_norm': 0.05112288519740105, 'learning_rate': 2.3775727466288147e-06, 'epoch': 0.95}
{'loss': 0.4434, 'grad_norm': 0.06343325972557068, 'learning_rate': 2.306600425833925e-06, 'epoch': 0.95}
{'loss': 0.4771, 'grad_norm': 0.052023448050022125, 'learning_rate': 2.2356281050390347e-06, 'epoch': 0.96}
{'loss': 0.4598, 'grad_norm': 0.05026695132255554, 'learning_rate': 2.164655784244145e-06, 'epoch': 0.96}
{'loss': 0.4407, 'grad_norm': 0.052335597574710846, 'learning_rate': 2.0936834634492546e-06, 'epoch': 0.96}
{'loss': 0.4885, 'grad_norm': 0.06103834509849548, 'learning_rate': 2.022711142654365e-06, 'epoch': 0.96}
{'loss': 0.4667, 'grad_norm': 0.05198228359222412, 'learning_rate': 1.9517388218594746e-06, 'epoch': 0.96}
{'loss': 0.4235, 'grad_norm': 0.04968756437301636, 'learning_rate': 1.8807665010645848e-06, 'epoch': 0.96}
{'loss': 0.4313, 'grad_norm': 0.04272490739822388, 'learning_rate': 1.8097941802696952e-06, 'epoch': 0.96}
{'loss': 0.434, 'grad_norm': 0.050744347274303436, 'learning_rate': 1.7388218594748051e-06, 'epoch': 0.97}
{'loss': 0.4497, 'grad_norm': 0.04899983108043671, 'learning_rate': 1.6678495386799151e-06, 'epoch': 0.97}
{'loss': 0.4477, 'grad_norm': 0.04691430553793907, 'learning_rate': 1.596877217885025e-06, 'epoch': 0.97}
{'loss': 0.4656, 'grad_norm': 0.04968841001391411, 'learning_rate': 1.5259048970901348e-06, 'epoch': 0.97}
{'loss': 0.451, 'grad_norm': 0.058583978563547134, 'learning_rate': 1.4549325762952448e-06, 'epoch': 0.97}
{'loss': 0.4556, 'grad_norm': 0.0478583499789238, 'learning_rate': 1.3839602555003548e-06, 'epoch': 0.97}
{'loss': 0.4542, 'grad_norm': 0.055367741733789444, 'learning_rate': 1.312987934705465e-06, 'epoch': 0.97}
{'loss': 0.4557, 'grad_norm': 0.05115359276533127, 'learning_rate': 1.242015613910575e-06, 'epoch': 0.98}
{'loss': 0.4501, 'grad_norm': 0.05162081494927406, 'learning_rate': 1.171043293115685e-06, 'epoch': 0.98}
{'loss': 0.4412, 'grad_norm': 0.04524509608745575, 'learning_rate': 1.1000709723207949e-06, 'epoch': 0.98}
{'loss': 0.4843, 'grad_norm': 0.0568716861307621, 'learning_rate': 1.0290986515259049e-06, 'epoch': 0.98}
{'loss': 0.4306, 'grad_norm': 0.05490126833319664, 'learning_rate': 9.58126330731015e-07, 'epoch': 0.98}
{'loss': 0.4489, 'grad_norm': 0.04543163254857063, 'learning_rate': 8.871540099361249e-07, 'epoch': 0.98}
{'loss': 0.475, 'grad_norm': 0.06088104844093323, 'learning_rate': 8.161816891412349e-07, 'epoch': 0.98}
{'loss': 0.4621, 'grad_norm': 0.050510574132204056, 'learning_rate': 7.45209368346345e-07, 'epoch': 0.99}
{'loss': 0.4444, 'grad_norm': 0.06267012655735016, 'learning_rate': 6.74237047551455e-07, 'epoch': 0.99}
{'loss': 0.4435, 'grad_norm': 0.05192895606160164, 'learning_rate': 6.03264726756565e-07, 'epoch': 0.99}
{'loss': 0.4883, 'grad_norm': 0.05127868428826332, 'learning_rate': 5.32292405961675e-07, 'epoch': 0.99}
{'loss': 0.4132, 'grad_norm': 0.05424188822507858, 'learning_rate': 4.6132008516678496e-07, 'epoch': 0.99}
{'loss': 0.4201, 'grad_norm': 0.04368312656879425, 'learning_rate': 3.90347764371895e-07, 'epoch': 0.99}
{'loss': 0.4877, 'grad_norm': 0.060694459825754166, 'learning_rate': 3.19375443577005e-07, 'epoch': 0.99}
{'loss': 0.457, 'grad_norm': 0.055331889539957047, 'learning_rate': 2.48403122782115e-07, 'epoch': 1.0}
{'loss': 0.4553, 'grad_norm': 0.06299357116222382, 'learning_rate': 1.77430801987225e-07, 'epoch': 1.0}
{'loss': 0.4449, 'grad_norm': 0.05160071328282356, 'learning_rate': 1.0645848119233499e-07, 'epoch': 1.0}
{'loss': 0.4604, 'grad_norm': 0.0544898584485054, 'learning_rate': 3.5486160397445e-08, 'epoch': 1.0}
{'train_runtime': 14005.6797, 'train_samples_per_second': 321.925, 'train_steps_per_second': 0.503, 'train_loss': 0.4789993251275306, 'epoch': 1.0}
[1;34mwandb[0m: 
[1;34mwandb[0m: 🚀 View run [33mt5-small-2025-03-08_11-51-59[0m at: [34mhttps://wandb.ai/liamthorne4/uncategorized/runs/y4qwmper[0m
[1;34mwandb[0m: Find logs at: [1;35mwandb/run-20250308_115325-y4qwmper/logs[0m
